id,name,java_code
867,Cheryl's birthday,"import java.time.Month;
import java.util.Collection;
import java.util.List;
import java.util.Set;
import java.util.stream.Collectors;

public class Main {
    private static class Birthday {
        private Month month;
        private int day;

        public Birthday(Month month, int day) {
            this.month = month;
            this.day = day;
        }

        public Month getMonth() {
            return month;
        }

        public int getDay() {
            return day;
        }

        @Override
        public String toString() {
            return month + "" "" + day;
        }
    }

    public static void main(String[] args) {
        List<Birthday> choices = List.of(
            new Birthday(Month.MAY, 15),
            new Birthday(Month.MAY, 16),
            new Birthday(Month.MAY, 19),
            new Birthday(Month.JUNE, 17),
            new Birthday(Month.JUNE, 18),
            new Birthday(Month.JULY, 14),
            new Birthday(Month.JULY, 16),
            new Birthday(Month.AUGUST, 14),
            new Birthday(Month.AUGUST, 15),
            new Birthday(Month.AUGUST, 17)
        );
        System.out.printf(""There are %d candidates remaining.\n"", choices.size());

        
        Set<Month> uniqueMonths = choices.stream()
            .collect(Collectors.groupingBy(Birthday::getDay))
            .values()
            .stream()
            .filter(g -> g.size() == 1)
            .flatMap(Collection::stream)
            .map(Birthday::getMonth)
            .collect(Collectors.toSet());
        List<Birthday> f1List = choices.stream()
            .filter(birthday -> !uniqueMonths.contains(birthday.month))
            .collect(Collectors.toList());
        System.out.printf(""There are %d candidates remaining.\n"", f1List.size());

        
        List<Birthday> f2List = f1List.stream()
            .collect(Collectors.groupingBy(Birthday::getDay))
            .values()
            .stream()
            .filter(g -> g.size() == 1)
            .flatMap(Collection::stream)
            .collect(Collectors.toList());
        System.out.printf(""There are %d candidates remaining.\n"", f2List.size());

        
        List<Birthday> f3List = f2List.stream()
            .collect(Collectors.groupingBy(Birthday::getMonth))
            .values()
            .stream()
            .filter(g -> g.size() == 1)
            .flatMap(Collection::stream)
            .collect(Collectors.toList());
        System.out.printf(""There are %d candidates remaining.\n"", f3List.size());

        if (f3List.size() == 1) {
            System.out.printf(""Cheryl's birthday is %s\n"", f3List.get(0));
        } else {
            System.out.println(""No unique choice found"");
        }
    }
}
"
916,Jump anywhere,"loop1: while (x != 0) {
    loop2: for (int i = 0; i < 10; i++) {
        loop3: do {
            
            if () {
                
                continue loop1;
            }
            
            if () {
                
                break loop2;
            }
        } while (y < 10);
        
    }
    
}
"
958,Integer roots,"import java.math.BigInteger;

public class IntegerRoots {
    private static BigInteger iRoot(BigInteger base, int n) {
        if (base.compareTo(BigInteger.ZERO) < 0 || n <= 0) {
            throw new IllegalArgumentException();
        }

        int n1 = n - 1;
        BigInteger n2 = BigInteger.valueOf(n);
        BigInteger n3 = BigInteger.valueOf(n1);
        BigInteger c = BigInteger.ONE;
        BigInteger d = n3.add(base).divide(n2);
        BigInteger e = n3.multiply(d).add(base.divide(d.pow(n1))).divide(n2);
        while (!c.equals(d) && !c.equals(e)) {
            c = d;
            d = e;
            e = n3.multiply(e).add(base.divide(e.pow(n1))).divide(n2);
        }
        if (d.compareTo(e) < 0) {
            return d;
        }
        return e;
    }

    public static void main(String[] args) {
        BigInteger b = BigInteger.valueOf(8);
        System.out.print(""3rd integer root of 8 = "");
        System.out.println(iRoot(b, 3));

        b = BigInteger.valueOf(9);
        System.out.print(""3rd integer root of 9 = "");
        System.out.println(iRoot(b, 3));

        b = BigInteger.valueOf(100).pow(2000).multiply(BigInteger.valueOf(2));
        System.out.print(""First 2001 digits of the square root of 2: "");
        System.out.println(iRoot(b, 2));
    }
}
"
995,Super-d numbers,"import java.math.BigInteger;

public class SuperDNumbers {

    public static void main(String[] args) {
        for ( int i = 2 ; i <= 9 ; i++ ) {
            superD(i, 10);
        }
    }
    
    private static final void superD(int d, int max) {
        long start = System.currentTimeMillis();
        String test = """";
        for ( int i = 0 ; i < d ; i++ ) {
            test += (""""+d);
        }
        
        int n = 0;
        int i = 0;
        System.out.printf(""First %d super-%d numbers: %n"", max, d);
        while ( n < max ) {
            i++;
            BigInteger val = BigInteger.valueOf(d).multiply(BigInteger.valueOf(i).pow(d));
            if ( val.toString().contains(test) ) {
                n++;
                System.out.printf(""%d "", i);
            }
        }
        long end = System.currentTimeMillis();
        System.out.printf(""%nRun time %d ms%n%n"", end-start);
        
    }

}
"
1040,Sort an array of composite structures,"import java.util.Arrays;
import java.util.Comparator;

public class SortComp {
    public static class Pair {
        public String name;
        public String value;
        public Pair(String n, String v) {
            name = n;
            value = v;
        }
    }

    public static void main(String[] args) {
        Pair[] pairs = {new Pair(""06-07"", ""Ducks""), new Pair(""00-01"", ""Avalanche""),
            new Pair(""02-03"", ""Devils""), new Pair(""01-02"", ""Red Wings""),
            new Pair(""03-04"", ""Lightning""), new Pair(""04-05"", ""lockout""),
            new Pair(""05-06"", ""Hurricanes""), new Pair(""99-00"", ""Devils""),
            new Pair(""07-08"", ""Red Wings""), new Pair(""08-09"", ""Penguins"")};

        sortByName(pairs);
        for (Pair p : pairs) {
            System.out.println(p.name + "" "" + p.value);
        }
    }

    public static void sortByName(Pair[] pairs) {
        Arrays.sort(pairs, new Comparator<Pair>() {
            public int compare(Pair p1, Pair p2) {
                return p1.name.compareTo(p2.name);
            }
        });
    }
}
"
1050,Montgomery reduction,"import java.math.BigInteger;

public class MontgomeryReduction {
    private static final BigInteger ZERO = BigInteger.ZERO;
    private static final BigInteger ONE = BigInteger.ONE;
    private static final BigInteger TWO = BigInteger.valueOf(2);

    public static class Montgomery {
        public static final int BASE = 2;

        BigInteger m;
        BigInteger rrm;
        int n;

        public Montgomery(BigInteger m) {
            if (m.compareTo(BigInteger.ZERO) <= 0 || !m.testBit(0)) {
                throw new IllegalArgumentException();
            }
            this.m = m;
            this.n = m.bitLength();
            this.rrm = ONE.shiftLeft(n * 2).mod(m);
        }

        public BigInteger reduce(BigInteger t) {
            BigInteger a = t;
            for (int i = 0; i < n; i++) {
                if (a.testBit(0)) a = a.add(this.m);
                a = a.shiftRight(1);
            }
            if (a.compareTo(m) >= 0) a = a.subtract(this.m);
            return a;
        }
    }

    public static void main(String[] args) {
        BigInteger m  = new BigInteger(""750791094644726559640638407699"");
        BigInteger x1 = new BigInteger(""540019781128412936473322405310"");
        BigInteger x2 = new BigInteger(""515692107665463680305819378593"");

        Montgomery mont = new Montgomery(m);
        BigInteger t1 = x1.multiply(mont.rrm);
        BigInteger t2 = x2.multiply(mont.rrm);

        BigInteger r1 = mont.reduce(t1);
        BigInteger r2 = mont.reduce(t2);
        BigInteger r = ONE.shiftLeft(mont.n);

        System.out.printf(""b :  %s\n"", Montgomery.BASE);
        System.out.printf(""n :  %s\n"", mont.n);
        System.out.printf(""r :  %s\n"", r);
        System.out.printf(""m :  %s\n"", mont.m);
        System.out.printf(""t1:  %s\n"", t1);
        System.out.printf(""t2:  %s\n"", t2);
        System.out.printf(""r1:  %s\n"", r1);
        System.out.printf(""r2:  %s\n"", r2);
        System.out.println();
        System.out.printf(""Original x1       :  %s\n"", x1);
        System.out.printf(""Recovered from r1 :  %s\n"", mont.reduce(r1));
        System.out.printf(""Original x2       :  %s\n"", x2);
        System.out.printf(""Recovered from r2 :  %s\n"", mont.reduce(r2));

        System.out.println();
        System.out.println(""Montgomery computation of x1 ^ x2 mod m :"");
        BigInteger prod = mont.reduce(mont.rrm);
        BigInteger base = mont.reduce(x1.multiply(mont.rrm));
        BigInteger exp = x2;
        while (exp.bitLength()>0) {
            if (exp.testBit(0)) prod=mont.reduce(prod.multiply(base));
            exp = exp.shiftRight(1);
            base = mont.reduce(base.multiply(base));
        }
        System.out.println(mont.reduce(prod));

        System.out.println();
        System.out.println(""Library-based computation of x1 ^ x2 mod m :"");
        System.out.println(x1.modPow(x2, m));
    }
}
"
1084,Ludic numbers,"import java.util.ArrayList;
import java.util.List;

public class Ludic{
	public static List<Integer> ludicUpTo(int n){
		List<Integer> ludics = new ArrayList<Integer>(n);
		for(int i = 1; i <= n; i++){   
			ludics.add(i);
		}
		
		
		for(int cursor = 1; cursor < ludics.size(); cursor++){
			int thisLudic = ludics.get(cursor); 
			int removeCursor = cursor + thisLudic; 
			while(removeCursor < ludics.size()){
				ludics.remove(removeCursor);		     
				removeCursor = removeCursor + thisLudic - 1; 
									     
			}
		}
		return ludics;
	}
	
	public static List<List<Integer>> getTriplets(List<Integer> ludics){
		List<List<Integer>> triplets = new ArrayList<List<Integer>>();
		for(int i = 0; i < ludics.size() - 2; i++){ 
			int thisLudic = ludics.get(i);
			if(ludics.contains(thisLudic + 2) && ludics.contains(thisLudic + 6)){
				List<Integer> triplet = new ArrayList<Integer>(3);
				triplet.add(thisLudic);
				triplet.add(thisLudic + 2);
				triplet.add(thisLudic + 6);
				triplets.add(triplet);
			}
		}
		return triplets;
	}
	
	public static void main(String[] srgs){
		System.out.println(""First 25 Ludics: "" + ludicUpTo(110));				
		System.out.println(""Ludics up to 1000: "" + ludicUpTo(1000).size());
		System.out.println(""2000th - 2005th Ludics: "" + ludicUpTo(22000).subList(1999, 2005));  
		System.out.println(""Triplets up to 250: "" + getTriplets(ludicUpTo(250)));
	}
}
"
1105,Undefined values,"String string = null;        
System.out.println(string);           
System.out.println(string.length());  
"
1120,Iterated digits squaring,"import java.util.stream.IntStream;

public class IteratedDigitsSquaring {

    public static void main(String[] args) {
        long r = IntStream.range(1, 100_000_000)
                .parallel()
                .filter(n -> calc(n) == 89)
                .count();
        System.out.println(r);
    }

    private static int calc(int n) {
        while (n != 89 && n != 1) {
            int total = 0;
            while (n > 0) {
                total += Math.pow(n % 10, 2);
                n /= 10;
            }
            n = total;
        }
        return n;
    }
}
"
1154,Pascal's triangle,"import java.util.ArrayList;
...
public static void genPyrN(int rows){
	if(rows < 0) return;
	
	ArrayList<Integer> last = new ArrayList<Integer>();
	last.add(1);
	System.out.println(last);
	for(int i= 1;i <= rows;++i){
		
		ArrayList<Integer> thisRow= new ArrayList<Integer>();
		thisRow.add(last.get(0)); 
		for(int j= 1;j < i;++j){
			
			thisRow.add(last.get(j - 1) + last.get(j));
		}
		thisRow.add(last.get(0)); 
		last= thisRow;
		System.out.println(thisRow);
	}
}
"
